Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
2018-06-27 12:01:23, 25.81, 2259.36, 0.00, 1.47, 0.00, 2.00, 1.28, 159.00, 17.30, 12.14, 76.42, 53.25, 226.78, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:24, 25.43, 2266.38, 0.00, 1.47, 0.00, 2.00, 1.28, 159.50, 17.30, 12.16, 76.39, 52.83, 225.02, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:25, 25.00, 2273.40, 0.00, 1.47, 0.00, 2.00, 1.28, 159.99, 17.30, 12.17, 76.35, 52.45, 223.51, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:26, 24.56, 2280.77, 0.00, 1.47, 0.00, 2.00, 1.28, 160.51, 17.30, 12.14, 76.42, 52.02, 222.06, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:27, 24.21, 2287.56, 0.00, 1.47, 0.00, 2.00, 1.28, 160.99, 17.30, 12.17, 76.32, 51.83, 220.90, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:28, 23.74, 2294.12, 0.00, 1.47, 0.00, 2.00, 1.28, 161.45, 17.30, 12.15, 76.30, 51.40, 219.51, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:29, 23.35, 2300.67, 0.00, 1.47, 0.00, 2.00, 1.28, 161.91, 17.30, 12.15, 76.20, 51.09, 218.27, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:30, 23.08, 2307.11, 0.00, 1.47, 0.00, 2.00, 1.28, 162.36, 17.30, 12.16, 76.30, 50.83, 217.21, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:31, 22.54, 2313.43, 0.00, 1.47, 0.00, 2.00, 1.28, 162.81, 17.30, 12.16, 76.30, 50.63, 216.07, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:32, 22.19, 2319.75, 0.00, 1.47, 0.00, 2.00, 1.28, 163.25, 17.30, 12.16, 76.23, 50.30, 215.06, 0.00, -0.23, 16.00, 0.00, -25.00
2018-06-27 12:01:33, 21.76, 2325.83, 0.00, 1.47, 0.00, 2.00, 1.28, 163.68, 17.30, 12.15, 76.19, 50.07, 213.95, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:34, 21.46, 2331.80, 0.00, 1.47, 0.00, 2.00, 1.28, 164.10, 17.30, 12.15, 76.14, 49.77, 212.71, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:35, 20.98, 2337.65, 0.00, 1.47, 0.00, 2.00, 1.28, 164.51, 17.30, 12.16, 76.16, 49.64, 211.97, 0.00, -0.23, 16.00, 0.00, -25.00
2018-06-27 12:01:36, 20.53, 2343.39, 0.00, 1.47, 0.00, 2.00, 1.28, 164.92, 17.30, 12.16, 76.09, 49.41, 210.84, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:37, 20.27, 2349.12, 0.00, 1.47, 0.00, 2.00, 1.28, 165.32, 17.30, 12.16, 76.03, 49.16, 209.80, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:38, 19.95, 2355.09, 0.00, 1.47, 0.00, 2.00, 1.28, 165.74, 17.30, 12.16, 75.95, 49.02, 208.77, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:39, 19.41, 2361.06, 0.00, 1.47, 0.00, 2.00, 1.28, 166.16, 17.30, 12.16, 75.93, 48.80, 207.72, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:40, 19.08, 2366.33, 0.00, 1.47, 0.00, 2.00, 1.28, 166.53, 17.30, 12.15, 75.93, 48.76, 207.04, 0.00, -0.23, 16.00, 0.00, -25.00
2018-06-27 12:01:41, 18.73, 2371.59, 0.00, 1.47, 0.00, 2.00, 1.28, 166.90, 17.30, 12.15, 75.89, 48.64, 206.03, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:42, 18.31, 2376.74, 0.00, 1.47, 0.00, 2.00, 1.28, 167.26, 17.30, 12.17, 75.86, 48.48, 205.12, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:43, 17.90, 2381.78, 0.00, 1.47, 0.00, 2.00, 1.28, 167.62, 17.30, 12.17, 75.73, 48.46, 204.40, 0.00, -0.22, 16.00, 0.00, -25.00
2018-06-27 12:01:44, 17.59, 2386.69, 0.00, 1.47, 0.00, 2.00, 1.28, 167.96, 17.30, 12.16, 75.71, 48.33, 203.48, 0.00, -0.23, 16.00, 0.00, -25.00
2018-06-27 12:01:45, 16.93, 2391.49, 0.00, 1.47, 0.00, 2.00, 1.28, 168.30, 17.30, 12.17, 75.66, 48.18, 202.88, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:46, 16.05, 2395.94, 0.00, 1.47, 0.00, 2.00, 1.28, 168.61, 17.30, 12.16, 75.63, 48.14, 201.93, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:47, 15.39, 2400.27, 0.00, 1.47, 0.00, 2.00, 1.28, 168.92, 17.30, 12.17, 75.57, 48.05, 201.13, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:48, 14.48, 2404.48, 0.00, 1.47, 0.00, 2.00, 1.28, 169.21, 17.30, 12.17, 75.64, 47.98, 200.57, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:49, 13.66, 2408.34, 0.00, 1.47, 0.00, 2.00, 1.28, 169.49, 17.30, 12.15, 75.43, 47.78, 199.72, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:50, 12.76, 2411.97, 0.00, 1.47, 0.00, 2.00, 1.28, 169.74, 17.30, 12.16, 75.43, 47.73, 198.93, 0.00, -0.21, 16.00, 0.00, -25.00
2018-06-27 12:01:51, 11.98, 2415.60, 0.00, 1.47, 0.00, 1.00, 1.28, 170.00, 17.30, 12.16, 75.31, 47.63, 198.15, 0.00, -0.22, 16.00, 0.00, -25.00
Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
1970-01-01 00:00:01, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.21, 40.41, 37.79, 35.46, 0.00, 0.43, 16.00, 10.00, 0.00
1970-01-01 00:00:02, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.18, 40.43, 37.90, 35.42, 0.00, 0.45, 16.00, 10.00, 0.00
1970-01-01 00:00:03, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.07, 40.45, 37.95, 35.42, 0.00, 0.45, 16.00, 10.00, 0.00
1970-01-01 00:00:04, 0.00, 0.00, 0.00, 0.29, 0.00, 1.00, 1.28, 0.00, 0.00, 13.08, 40.53, 37.99, 35.44, 0.00, 0.42, 16.00, 10.00, 0.00
1970-01-01 00:00:05, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.01, 40.48, 37.96, 35.48, 0.00, 0.43, 16.00, 10.00, 0.00
1970-01-01 00:00:06, 0.00, 0.00, 0.00, 0.28, 0.00, 1.00, 1.28, 0.00, 0.00, 13.04, 40.44, 37.95, 35.48, 0.00, 0.45, 16.00, 10.00, 0.00
1970-01-01 00:00:07, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 12.99, 40.43, 37.94, 35.35, 0.00, 0.44, 16.00, 10.00, 0.00
1970-01-01 00:00:08, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 13.03, 40.41, 38.01, 35.46, 0.00, -0.38, 16.00, 10.00, 0.00
1970-01-01 00:00:09, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 13.04, 40.41, 37.90, 35.48, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:00:10, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 13.00, 40.37, 37.92, 35.32, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:00:11, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 13.00, 40.41, 37.94, 35.35, 0.00, -0.33, 16.00, 10.00, 0.00
1970-01-01 00:00:12, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 12.98, 40.39, 37.90, 35.39, 0.00, -0.31, 16.00, 10.00, 0.00
1970-01-01 00:00:13, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 12.96, 40.35, 37.90, 35.42, 0.00, -0.32, 16.00, 10.00, 0.00
1970-01-01 00:00:14, 0.00, 0.00, 0.00, 0.26, 0.00, 1.00, 1.28, 0.00, 0.00, 12.96, 40.37, 37.90, 35.30, 0.00, -0.31, 16.00, 10.00, 0.00
1970-01-01 00:00:15, 0.00, 0.00, 0.00, 0.26, 0.00, 1.00, 1.28, 0.00, 0.00, 12.97, 40.34, 37.90, 35.34, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:16, 0.00, 0.00, 0.00, 0.27, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.38, 37.91, 35.26, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:17, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.34, 37.88, 35.35, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:18, 0.00, 0.00, 0.00, 0.26, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.27, 37.88, 35.30, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:19, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.01, 40.35, 37.90, 35.30, 0.00, -0.42, 16.00, 10.00, 0.00
1970-01-01 00:00:20, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.02, 40.30, 37.85, 35.30, 0.00, -0.40, 16.00, 10.00, 0.00
1970-01-01 00:00:21, 0.00, 0.00, 0.00, 0.25, 0.00, 1.00, 1.28, 0.00, 0.00, 13.02, 40.30, 37.83, 35.34, 0.00, -0.41, 16.00, 10.00, 0.00
1970-01-01 00:00:22, 0.00, 0.00, 0.00, 0.26, 0.00, 1.00, 1.28, 0.00, 0.00, 12.99, 40.23, 37.94, 35.27, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:00:23, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.97, 40.34, 37.84, 35.14, 0.00, -0.33, 16.00, 10.00, 0.00
1970-01-01 00:00:24, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.23, 37.83, 35.16, 0.00, -0.38, 16.00, 10.00, 0.00
1970-01-01 00:00:25, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.94, 40.25, 37.88, 35.16, 0.00, -0.31, 16.00, 10.00, 0.00
1970-01-01 00:00:26, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.97, 40.30, 37.85, 35.17, 0.00, -0.30, 16.00, 10.00, 0.00
1970-01-01 00:00:27, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.98, 40.20, 37.83, 35.20, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:00:28, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.28, 37.79, 35.16, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:29, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.23, 37.88, 35.09, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:30, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.20, 37.80, 35.01, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:31, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.94, 40.16, 37.81, 35.09, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:32, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.96, 40.14, 37.83, 35.06, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:33, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.92, 40.14, 37.88, 35.06, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:34, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.90, 40.08, 37.83, 34.96, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:35, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.92, 40.09, 37.86, 34.98, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:36, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.93, 40.10, 37.74, 34.90, 0.00, -0.26, 16.00, 10.00, 0.00
1970-01-01 00:00:37, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.91, 40.10, 37.85, 34.95, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:38, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.95, 40.14, 37.78, 34.88, 0.00, -0.26, 16.00, 10.00, 0.00
1970-01-01 00:00:39, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 40.08, 37.80, 34.88, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:40, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.94, 40.12, 37.76, 34.78, 0.00, -0.24, 16.00, 10.00, 0.00
1970-01-01 00:00:41, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 40.05, 37.84, 34.80, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:43, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.92, 40.01, 37.78, 34.80, 0.00, -0.26, 16.00, 10.00, 0.00
1970-01-01 00:00:44, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 39.97, 37.73, 34.76, 0.00, -0.10, 16.00, 10.00, 0.00
1970-01-01 00:00:45, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.92, 39.96, 37.72, 34.68, 0.00, -0.22, 16.00, 10.00, 0.00
1970-01-01 00:00:46, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 39.98, 37.73, 34.66, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:47, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.92, 39.95, 37.78, 34.67, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:48, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.91, 37.77, 34.60, 0.00, 0.10, 16.00, 10.00, 0.00
1970-01-01 00:00:49, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.91, 39.89, 37.76, 34.53, 0.00, -0.17, 16.00, 10.00, 0.00
1970-01-01 00:00:50, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.89, 37.80, 34.60, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:51, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.90, 39.80, 37.77, 34.55, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:52, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.87, 37.74, 34.45, 0.00, -0.09, 16.00, 10.00, 0.00
1970-01-01 00:00:53, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.90, 39.84, 37.66, 34.47, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:54, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.89, 39.82, 37.68, 34.48, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:55, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.89, 39.80, 37.70, 34.36, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:00:56, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.89, 39.77, 37.70, 34.45, 0.00, -0.12, 16.00, 10.00, 0.00
1970-01-01 00:00:57, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.86, 39.77, 37.70, 34.31, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:00:58, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.80, 37.70, 34.38, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:00:59, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.90, 39.69, 37.70, 34.40, 0.00, -0.25, 16.00, 10.00, 0.00
1970-01-01 00:01:00, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.89, 39.71, 37.70, 34.35, 0.00, -0.07, 16.00, 10.00, 0.00
1970-01-01 00:01:01, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.71, 37.70, 34.27, 0.00, -0.23, 16.00, 10.00, 0.00
1970-01-01 00:01:02, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.86, 39.71, 37.70, 34.32, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:01:03, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.86, 39.70, 37.70, 34.24, 0.00, -0.27, 16.00, 10.00, 0.00
1970-01-01 00:01:04, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.69, 37.78, 34.27, 0.00, -0.04, 16.00, 10.00, 0.00
1970-01-01 00:01:05, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.73, 37.67, 34.22, 0.00, -0.24, 16.00, 10.00, 0.00
1970-01-01 00:01:06, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 39.66, 37.72, 34.22, 0.00, -0.29, 16.00, 10.00, 0.00
1970-01-01 00:01:07, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.71, 37.70, 34.16, 0.00, -0.28, 16.00, 10.00, 0.00
1970-01-01 00:01:08, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.82, 39.69, 37.73, 34.23, 0.00, -0.02, 16.00, 10.00, 0.00
1970-01-01 00:01:09, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.83, 39.63, 37.67, 34.24, 0.00, -0.17, 16.00, 10.00, 0.00
1970-01-01 00:01:11, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.71, 37.70, 34.13, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:01:12, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.88, 39.69, 37.65, 34.16, 0.00, -0.32, 16.00, 10.00, 0.00
1970-01-01 00:01:13, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.83, 39.66, 37.67, 34.16, 0.00, -0.02, 16.00, 10.00, 0.00
1970-01-01 00:01:14, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.66, 37.72, 34.16, 0.00, -0.50, 16.00, 10.00, 0.00
1970-01-01 00:01:15, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.69, 37.79, 34.20, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:01:16, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.73, 37.67, 34.14, 0.00, 0.13, 16.00, 10.00, 0.00
1970-01-01 00:01:17, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.63, 37.68, 34.18, 0.00, -0.02, 16.00, 10.00, 0.00
1970-01-01 00:01:18, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.82, 39.70, 37.63, 34.05, 0.00, -0.45, 16.00, 10.00, 0.00
1970-01-01 00:01:19, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.63, 37.66, 34.09, 0.00, -0.34, 16.00, 10.00, 0.00
1970-01-01 00:01:20, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.68, 37.68, 34.18, 0.00, 0.25, 16.00, 10.00, 0.00
1970-01-01 00:01:21, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.87, 39.64, 37.63, 34.11, 0.00, 0.04, 16.00, 10.00, 0.00
1970-01-01 00:01:22, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.68, 37.61, 34.00, 0.00, -0.48, 16.00, 10.00, 0.00
1970-01-01 00:01:23, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.55, 37.63, 34.04, 0.00, -0.35, 16.00, 10.00, 0.00
1970-01-01 00:01:24, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.86, 39.66, 37.66, 34.11, 0.00, 0.26, 16.00, 10.00, 0.00
1970-01-01 00:01:25, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.82, 39.59, 37.65, 34.13, 0.00, 0.12, 16.00, 10.00, 0.00
1970-01-01 00:01:26, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.63, 37.60, 34.05, 0.00, -0.50, 16.00, 10.00, 0.00
1970-01-01 00:01:27, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.86, 39.60, 37.67, 34.05, 0.00, -0.33, 16.00, 10.00, 0.00
1970-01-01 00:01:28, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.83, 39.63, 37.60, 34.09, 0.00, 0.15, 16.00, 10.00, 0.00
1970-01-01 00:01:29, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.80, 39.63, 37.61, 34.12, 0.00, 0.34, 16.00, 10.00, 0.00
1970-01-01 00:01:30, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.59, 37.70, 34.02, 0.00, -0.50, 16.00, 10.00, 0.00
1970-01-01 00:01:31, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.81, 39.62, 37.66, 34.11, 0.00, -0.35, 16.00, 10.00, 0.00
1970-01-01 00:01:32, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.60, 37.60, 34.05, 0.00, 0.32, 16.00, 10.00, 0.00
1970-01-01 00:01:33, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.57, 37.58, 34.02, 0.00, 0.78, 16.00, 10.00, 0.00
1970-01-01 00:01:34, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.84, 39.60, 37.68, 34.06, 0.00, -0.47, 16.00, 10.00, 0.00
1970-01-01 00:01:35, 0.00, 0.00, 0.00, 1.47, 0.00, 1.00, 1.28, 0.00, 0.00, 12.85, 39.57, 37.63, 34.05, 0.00, -0.33, 16.00, 10.00, 0.00
